Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,
,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
02-12-2018,44.96,44.52,44.52,44.52,44.52,44.52,33.61,40.32,45.23,45.23,45.23,45.23,45.23,45.23,45.65,45.65,45.65
03-12-2018,47.48,47.42,47.42,47.42,47.52,48.8,47.3,47.4,47.43,47.43,47.43,47.46,47.46,47.46,54.7,54.7,54.7
04-12-2018,46.41,45.2,45.2,45.2,45.2,48.2,44.12,44.17,46.45,46.45,46.45,46.68,46.68,46.68,54.94,54.94,54.94
05-12-2018,51.38,50.42,50.42,51.45,52.03,55.71,54.05,58.95,51.17,51.17,50.75,50.42,50.42,50.42,55.71,59.86,59.86
06-12-2018,52.56,52.32,52.32,52.32,52.32,54.23,51.73,55.45,52.15,52.15,52.15,52.32,52.32,52.3,58.16,58.16,58.16
07-12-2018,48.65,48.12,48.12,48.12,48.12,53.14,44.32,44.45,48.22,48.12,48.22,48.43,48.43,48.43,53.14,53.97,53.97
08-12-2018,44.92,43.79,43.79,43.79,43.79,43.79,13.66,14.76,45.49,45.49,45.49,45.79,45.79,45.79,44.62,44.62,44.62
09-12-2018,44.4,41.02,41.02,41.02,41.02,41.02,21.44,29.13,45.2,45.2,45.2,45.56,45.56,45.56,41.02,41.02,41.02
10-12-2018,47.62,46.79,46.79,46.79,46.79,52.18,35.98,36.16,47.81,47.26,47.81,47.95,47.95,47.95,52.29,52.29,49.48
11-12-2018,51.74,50.28,50.28,50.28,50.28,56.42,48.11,55.37,50.28,50.28,50.28,50.43,50.43,50.43,56.42,56.55,56.55
12-12-2018,61.59,60.74,60.74,60.74,60.74,60.74,63.3,69.76,60.74,60.74,58.75,57.11,57.11,55.05,60.74,60.74,60.74
13-12-2018,57.89,57.77,57.77,58.29,60.25,58.29,58.29,64.36,58.23,58.23,58.23,57.7,57.7,52.61,58.29,59.68,60.25
14-12-2018,59.29,59.47,59.47,59.47,68.98,59.47,59.47,69.6,59.25,59.25,57.05,59.38,59.38,50,59.47,64.57,68.98
15-12-2018,52.14,52.05,52.05,52.05,54.51,52.05,51.45,54.51,52.05,52.05,52.05,52.05,52.05,52.05,52.05,55.25,55.25
16-12-2018,49.92,49.94,49.94,49.94,50.23,49.94,46.7,48.55,49.94,49.94,49.94,49.95,49.95,49.95,50.23,50.23,50.23
17-12-2018,65.15,62.17,62.17,65.97,66.14,65.97,66.1,69.36,65.97,65.97,65.97,62.15,62.15,62.15,65.97,66.14,66.14
18-12-2018,60,59.48,59.48,59.7,59.95,61.29,59.41,59.68,59.52,59.52,59.52,59.48,59.48,59.48,61.29,61.29,61.45
19-12-2018,53.31,53.14,53.14,53.14,53.14,58.36,50.34,50.53,53.14,53.14,53.14,53.14,53.14,53.14,58.36,60.04,60.04
20-12-2018,53.69,52.6,52.6,53.31,57.17,59.03,53.31,57.17,53.38,53.38,53.38,52.6,52.6,52.6,59.03,59.86,59.84
21-12-2018,52.37,52.08,52.08,52.25,52.91,57.07,52.25,52.84,52.26,52.26,52.26,52.1,52.1,52.1,57.91,58.19,58.19
22-12-2018,51.4,51.07,51.07,51.07,51.07,51.07,51.07,51.15,51.59,51.59,51.59,51.51,51.51,51.51,51.07,51.07,50.95
23-12-2018,53.32,53.32,53.32,53.32,53.32,53.32,53.33,53.41,53.32,53.32,53.32,53.32,53.32,53.32,53.32,53.32,51.98
24-12-2018,51.01,50.9,50.9,50.9,50.9,50.9,49.22,50.3,51.21,51.21,51.21,50.9,50.9,50.9,50.9,50.9,50.21
25-12-2018,47.27,42.47,42.47,42.47,42.47,42.47,19.01,20.51,50.29,50.29,50.29,46.08,46.08,46.08,42.47,42.47,42.12
26-12-2018,49.33,43.4,43.4,43.4,43.4,43.4,43.3,43.3,51.08,51.08,51.08,49.09,49.09,49.09,43.4,43.4,43.4
27-12-2018,51.64,51.25,51.25,51.26,51.26,51.97,51.37,51.24,52.13,52.13,52.13,51.27,51.27,51.27,52.46,52.46,52.46
28-12-2018,53,52.03,52.03,53.42,53.42,54.91,53.42,53.42,53.42,53.42,53.42,52.03,52.03,52.03,55.14,55.14,55.14
29-12-2018,50.19,49.86,49.86,49.86,49.86,49.86,46.73,48.51,50.75,50.75,50.75,49.86,49.86,49.86,49.89,49.89,49.89
30-12-2018,50.95,50.88,50.88,50.88,50.88,50.88,33.82,35.27,51.53,51.53,51.53,50.88,50.88,50.88,50.88,50.88,50.88
31-12-2018,48.88,47.4,47.4,47.4,47.4,47.4,47.69,47.69,50.02,50.02,50.02,48.44,48.44,48.44,47.4,47.4,47.4
